Date,Open,High,Low,Close,Volume,Adj Close
2009-10-01,7.18,7.25,6.97,6.97,101530900,6.204584
2009-09-30,7.48,7.50,7.14,7.21,95959600,6.418229
2009-09-29,7.49,7.50,7.36,7.45,46727700,6.631873
2009-09-28,7.36,7.50,7.33,7.49,45883900,6.66748
2009-09-25,7.34,7.46,7.20,7.29,61908900,6.489443
2009-09-24,7.53,7.55,7.21,7.33,88410600,6.525051
2009-09-23,7.20,7.59,7.18,7.36,139234200,6.551756
2009-09-22,6.92,7.09,6.90,7.01,55582000,6.240192
2009-09-21,6.88,6.92,6.75,6.83,52822200,6.079959
2009-09-18,6.99,7.06,6.93,6.94,53331300,6.177879
2009-09-17,7.05,7.25,6.85,6.92,103372300,6.160075
2009-09-16,7.34,7.36,7.02,7.15,107442600,6.364818
2009-09-15,7.39,7.44,7.20,7.20,50771500,6.409327
2009-09-14,7.30,7.40,7.18,7.39,34515900,6.578462
2009-09-11,7.46,7.54,7.30,7.33,48787900,6.525051
2009-09-10,7.43,7.48,7.35,7.44,34041200,6.622971
2009-09-09,7.32,7.52,7.25,7.39,47496100,6.578462
2009-09-08,7.53,7.55,7.27,7.30,45485800,6.498345
2009-09-04,7.49,7.55,7.27,7.43,42539800,6.614069
2009-09-03,7.14,7.52,6.97,7.48,87169900,6.658578
2009-09-02,7.18,7.21,6.87,7.03,65920200,6.257996
2009-09-01,7.51,7.77,7.13,7.24,102771300,6.444934
2009-08-31,7.60,7.64,7.47,7.60,43810500,6.7654
2009-08-28,7.73,7.80,7.69,7.73,44250400,6.881125
2009-08-27,7.66,7.71,7.46,7.67,62564800,6.827714
2009-08-26,7.61,7.64,7.41,7.61,44502200,6.774303
2009-08-25,7.43,7.65,7.43,7.59,53545700,6.756499
2009-08-24,7.75,7.81,7.31,7.41,93581500,6.596265
2009-08-21,7.79,7.83,7.62,7.74,55283300,6.890026
2009-08-20,7.70,7.74,7.66,7.68,29608300,6.836615
2009-08-19,7.50,7.75,7.50,7.65,47417600,6.80991
2009-08-18,7.52,7.75,7.48,7.64,72395500,6.801008
2009-08-17,7.51,7.62,7.13,7.37,78689300,6.560658
2009-08-14,7.98,8.01,7.75,7.83,58019400,6.970143
2009-08-13,7.85,7.92,7.70,7.90,88102900,7.032456
2009-08-12,7.85,7.97,7.69,7.70,73805300,6.854419
2009-08-11,7.65,7.93,7.64,7.81,81695400,6.952339
2009-08-10,7.94,7.96,7.62,7.72,90356700,6.872222
2009-08-07,8.33,8.34,8.00,8.01,95304700,7.130376
2009-08-06,8.52,8.55,7.91,8.07,132529500,7.183787
2009-08-05,8.51,8.58,8.32,8.44,97215300,7.513155
2009-08-04,8.40,8.51,8.09,8.30,122641600,7.38853
2009-08-03,8.65,8.86,8.30,8.33,246431700,7.415235
2009-07-31,7.46,8.00,7.43,8.00,156355300,7.121474
2009-07-30,7.28,7.48,7.18,7.39,88741000,6.578462
2009-07-29,7.08,7.32,6.99,7.12,74129700,6.338112
2009-07-28,7.20,7.28,7.05,7.14,68800900,6.355916
2009-07-27,6.83,7.29,6.72,7.27,104647700,6.47164
2009-07-24,6.90,6.92,6.70,6.78,99700500,6.03545
2009-07-23,6.94,7.10,6.65,6.98,269099700,6.213486
2009-07-22,6.17,6.48,6.13,6.38,91813000,5.679376
2009-07-21,6.28,6.30,6.04,6.20,57398800,5.519142
2009-07-20,6.20,6.30,6.13,6.19,64037800,5.510241
2009-07-17,6.15,6.22,6.03,6.14,62832200,5.465731
2009-07-16,5.98,6.14,5.84,6.13,66541300,5.45683
2009-07-15,5.98,6.06,5.91,6.05,64814100,5.385615
2009-07-14,5.69,5.89,5.60,5.84,56107600,5.198676
2009-07-13,5.72,5.74,5.51,5.69,46062800,5.065149
2009-07-10,5.53,5.75,5.52,5.72,47272700,5.091854
2009-07-09,5.46,5.76,5.32,5.63,60243600,5.011738
2009-07-08,5.55,5.61,5.24,5.35,67379800,4.762486
2009-07-07,5.74,5.75,5.51,5.53,68322000,4.922719
2009-07-06,5.87,6.05,5.68,5.75,73705200,5.11856
2009-07-02,5.83,6.08,5.55,5.89,73694800,5.243185
2009-07-01,6.12,6.25,5.89,5.91,95888300,5.260989
2009-06-30,5.96,6.16,5.86,6.07,85531400,5.403419
2009-06-29,5.66,5.96,5.60,5.78,73552300,5.145265
2009-06-26,5.65,5.80,5.55,5.61,68304000,4.993934
2009-06-25,5.57,5.75,5.37,5.68,62899600,5.056247
2009-06-24,5.66,5.90,5.51,5.63,72264800,5.011738
2009-06-23,5.43,5.59,5.21,5.53,60592700,4.922719
2009-06-22,5.67,5.79,5.37,5.38,57636000,4.789192
2009-06-19,5.73,5.96,5.69,5.72,69582800,5.091854
2009-06-18,5.78,5.81,5.52,5.68,57600300,5.056247
2009-06-17,5.64,5.85,5.30,5.71,87747800,5.082952
2009-06-16,5.94,5.95,5.52,5.67,87214100,5.047345
2009-06-15,6.02,6.04,5.80,5.93,65242800,5.278793
2009-06-12,6.01,6.15,5.92,6.11,54584200,5.439026
2009-06-11,6.15,6.24,5.75,5.98,133040800,5.323302
2009-06-10,6.32,6.43,6.11,6.19,90297100,5.510241
2009-06-09,6.38,6.44,6.18,6.26,84569400,5.572554
2009-06-08,6.21,6.46,6.06,6.38,85590400,5.679376
2009-06-05,6.47,6.53,6.22,6.36,85658900,5.661572
2009-06-04,6.18,6.40,6.17,6.36,83850700,5.661572
2009-06-03,6.30,6.31,5.96,6.18,111423600,5.501339
2009-06-02,6.17,6.46,6.03,6.41,134751900,5.706081
2009-06-01,5.95,6.23,5.88,6.13,111714500,5.45683
2009-05-29,5.58,5.75,5.41,5.75,99306500,5.11856
2009-05-28,5.41,5.56,5.25,5.56,63255100,4.949425
2009-05-27,5.48,5.53,5.25,5.34,55302600,4.753584
2009-05-26,5.16,5.41,5.10,5.40,66346400,4.806995
2009-05-22,5.37,5.37,5.10,5.26,50019900,4.68237
2009-05-21,5.25,5.39,5.06,5.33,78529400,4.744682
2009-05-20,5.66,5.75,5.33,5.41,95454300,4.815897
2009-05-19,5.49,5.69,5.33,5.63,92782500,5.011738
2009-05-18,5.69,5.70,5.29,5.50,121707300,4.896014
2009-05-15,5.22,5.50,5.22,5.49,128733300,4.887112
2009-05-14,5.16,5.36,4.99,5.16,207354400,4.593351
2009-05-13,4.77,4.97,4.71,4.96,541175600,4.415314
2009-05-12,5.74,5.77,5.01,5.01,217074100,4.459823
2009-05-11,6.09,6.26,5.88,6.08,64849100,5.41232
2009-05-08,6.19,6.30,6.03,6.24,63884500,5.55475
2009-05-07,6.51,6.54,5.65,6.06,95031100,5.394517
2009-05-06,5.91,6.29,5.90,6.26,95547300,5.572554
2009-05-05,5.82,5.91,5.60,5.85,70335000,5.207578
2009-05-04,5.90,5.94,5.75,5.88,58158000,5.234284
2009-05-01,5.99,6.00,5.56,5.69,102853400,5.065149
2009-04-30,5.58,5.99,5.57,5.98,186983700,5.323302
2009-04-29,5.32,5.45,5.28,5.45,70786300,4.851504
2009-04-28,5.08,5.40,5.01,5.19,73139000,4.620056
2009-04-27,5.07,5.42,5.02,5.11,111424500,4.548842
2009-04-24,5.33,5.45,4.96,5.00,287772600,4.450921
2009-04-23,4.43,4.51,4.31,4.49,115728000,3.996927
2009-04-22,4.10,4.42,4.05,4.28,145386500,3.809989
2009-04-21,3.53,3.84,3.27,3.80,93851900,3.3827
2009-04-20,3.91,3.91,3.61,3.69,57797600,3.28478
2009-04-17,4.19,4.21,3.97,4.00,55084300,3.560737
2009-04-16,4.12,4.20,3.95,4.16,59376500,3.703166
2009-04-15,4.23,4.25,3.75,4.04,88312500,3.596344
2009-04-14,4.28,4.33,4.15,4.30,64229300,3.827793
2009-04-13,4.25,4.32,4.03,4.26,73962500,3.792185
2009-04-09,4.22,4.41,4.03,4.24,131505500,3.774381
2009-04-08,3.67,4.05,3.53,3.95,261067600,3.516228
2009-04-07,3.70,3.74,3.36,3.49,112627100,3.106743
2009-04-06,3.27,4.00,3.25,3.77,231439200,3.355995
2009-04-03,2.93,3.25,2.91,3.25,111824600,2.893099
2009-04-02,2.89,2.95,2.83,2.91,68130500,2.590436
2009-04-01,2.56,2.80,2.40,2.74,68271500,2.439105
2009-03-31,2.84,2.87,2.63,2.63,45913600,2.341185
2009-03-30,2.73,2.88,2.38,2.76,63985300,2.456909
2009-03-27,2.96,2.98,2.82,2.84,32074900,2.528123
2009-03-26,2.90,2.94,2.81,2.94,38757300,2.617142
2009-03-25,2.90,2.99,2.76,2.77,51384500,2.46581
2009-03-24,2.83,2.95,2.76,2.86,40512400,2.545927
2009-03-23,2.88,2.90,2.80,2.90,45286800,2.581535
2009-03-20,2.70,2.75,2.52,2.75,57202300,2.448007
2009-03-19,2.77,2.78,2.28,2.51,61243500,2.234363
2009-03-18,2.28,2.65,2.28,2.47,92775500,2.198755
2009-03-17,2.17,2.30,2.11,2.28,43181500,2.02962
2009-03-16,2.28,2.30,2.09,2.10,44196000,1.869387
2009-03-13,2.19,2.25,2.12,2.19,53675700,1.949504
2009-03-12,1.98,2.10,1.98,2.10,46652500,1.869387
2009-03-11,1.91,2.00,1.87,1.96,43503700,1.744761
2009-03-10,1.85,1.89,1.81,1.85,31181300,1.646841
2009-03-09,1.78,1.85,1.70,1.74,32278900,1.548921
2009-03-06,1.83,1.91,1.65,1.70,35136700,1.513313
2009-03-05,1.75,2.00,1.73,1.81,47498200,1.611234
2009-03-04,1.90,1.90,1.83,1.87,22404200,1.664645
2009-03-03,1.91,1.91,1.80,1.81,15442700,1.611234
2009-03-02,1.91,1.94,1.83,1.88,19605600,1.673546
2009-02-27,1.93,2.00,1.80,2.00,31512500,1.780369
2009-02-26,2.08,2.09,1.81,1.98,32307100,1.762565
2009-02-25,2.10,2.16,2.00,2.01,54368900,1.78927
2009-02-24,1.80,2.00,1.80,2.00,35167600,1.780369
2009-02-23,1.65,1.91,1.61,1.73,44460600,1.540019
2009-02-20,1.60,1.61,1.50,1.58,37900600,1.406491
2009-02-19,1.69,1.70,1.61,1.63,19034200,1.451
2009-02-18,1.78,1.79,1.63,1.67,25051400,1.486608
2009-02-17,1.70,1.75,1.61,1.69,32860300,1.504411
2009-02-13,1.82,1.83,1.72,1.76,23009400,1.566724
2009-02-12,1.83,1.85,1.75,1.79,23422600,1.59343
2009-02-11,1.85,1.88,1.80,1.85,30214000,1.646841
2009-02-10,1.91,1.92,1.82,1.82,28273800,1.620135
2009-02-09,1.96,1.96,1.84,1.90,27266900,1.69135
2009-02-06,1.94,1.99,1.90,1.94,21389600,1.726958
2009-02-05,1.94,1.97,1.86,1.93,17335100,1.718056
2009-02-04,1.98,2.02,1.92,1.95,24203700,1.735859
2009-02-03,1.92,1.97,1.81,1.96,34099500,1.744761
2009-02-02,1.86,1.93,1.81,1.88,32294600,1.673546
2009-01-30,1.99,1.99,1.85,1.87,35463000,1.664645
2009-01-29,2.03,2.03,1.95,1.95,30930500,1.735859
2009-01-28,2.04,2.06,1.98,2.03,34869200,1.807074
2009-01-27,2.02,2.04,1.94,1.97,31112400,1.753663
2009-01-26,1.99,2.06,1.87,1.94,50898200,1.726958
2009-01-23,1.90,1.93,1.80,1.80,71025700,1.602332
2009-01-22,2.04,2.07,1.90,1.94,52683400,1.726958
2009-01-21,2.18,2.19,2.00,2.09,75295100,1.860485
2009-01-20,2.22,2.25,2.05,2.13,51647400,1.896093
2009-01-16,2.34,2.36,2.06,2.19,60086400,1.949504
2009-01-15,2.27,2.35,2.05,2.23,69594900,1.985111
2009-01-14,2.41,2.43,2.19,2.26,56635600,2.011816
2009-01-13,2.60,2.64,2.42,2.48,40477200,2.207657
2009-01-12,2.69,2.69,2.52,2.64,47682700,2.350087
2009-01-09,2.63,2.73,2.59,2.63,39831800,2.341185
2009-01-08,2.62,2.70,2.50,2.69,51174500,2.394596
2009-01-07,2.72,2.82,2.62,2.69,43931200,2.394596
2009-01-06,2.64,2.85,2.63,2.76,58945900,2.456909
2009-01-05,2.42,2.64,2.31,2.58,73031000,2.296675
2009-01-02,2.30,2.49,2.28,2.46,42052300,2.189853
